,Unnamed: 0,Unnamed: 0.1,Hotel_name,Price_before_Discount,Price_after_Discount,Tax_and_Charges,Type_of_Room,Type_of_Beds,Rating,Review,No_of_Reviews,Rooms_left,Cancellation
583,583,583,Hotel Supreme Suites,0,2250, 270 ,Budget Double Room,1 double bed,7.7,Good ,4,Only 6 rooms left ,FREE cancellation • No prepayment needed
584,584,584,Vennela Hotel Apartments,0,2600, 312 ,Deluxe Double Room,1 single bed,9.6,Exceptional ,5,Only 1 room left ,FREE cancellation • No prepayment needed
585,585,585,Sai Shreyas Residency,0,1170, 140 ,Deluxe Double Room,Multiple bed types,8.3,Very good ,4,Only 7 rooms left ,
586,586,586,"The Den, Bengaluru",0,11000, 1980 ,The Den Room, 1 double or 2 singles,8.9,Fabulous ,186,Only 7 rooms left ,Free cancellation
587,587,587,The Hub Heaven Suites,0,3200, 384 ,One-Bedroom Apartment,"Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 20m²2 beds (1 double, 1 sofa bed)",0.0,No Review,0,No Rooms left,FREE cancellation • No prepayment needed
588,588,588,Istay Hotels Rajajinagar,0,5958, 715 ,Mango Standard Room,1 large double bed,6.2,Plesant ,12,No Rooms left,FREE cancellation • No prepayment needed
589,589,589,Surya Nilaya,0,1710, 205 ,Three-Bedroom House,"Entire holiday home • 3 bedrooms • 1 living room • 3 bathrooms • 1 kitchen • 232m²4 beds (2 singles, 1 double, 1 large double)",10.0,Exceptional ,1,No Rooms left,
590,590,590,Hotel RK Gardenia,0,2940, 353 ,Deluxe Room,1 double bed,7.3,Good ,10,Only 7 rooms left ,FREE cancellation • No prepayment needed
591,591,591,ICON Express by BHAGINI Hoodi,0,3779, 453 ,Standard Double or Twin Room, 1 double or 2 singles,7.7,Good ,39,No Rooms left,
592,592,592,Hotel Plaza Heights,0,2050, 246 ,Standard Double Room,1 extra-large double bed,5.8,Plesant ,44,Only 4 rooms left ,Free cancellation
593,593,593,SRI SHANKAR RESIDENCY,0,850,Includes ,Double Room with Private Bathroom,1 large double bed,7.0,Good ,39,Only 2 rooms left ,
594,594,594,SPOT ON 79742 Sri Sai Grand In 2,1332,666, 30 ,Triple Room with Bathroom,1 large double bed,1.0,Plesant ,2,Only 7 rooms left ,FREE cancellation • No prepayment needed
595,595,595,Square Stay,0,1259, 151 ,Double Room with Private Bathroom,1 double bed,0.0,No Review,0,No Rooms left,FREE cancellation • No prepayment needed
596,596,596,The Lounge Business Hotel,0,1279, 154 ,Standard Double Room,1 double bed,7.7,Good ,47,No Rooms left,
597,597,597,Treebo Trip Galaxy Suites Hebbal,3690,1845, 221 ,Standard Double Room,1 large double bed,7.4,Good ,27,No Rooms left,Free cancellation
598,598,598,Oasis Executive Suites,0,3500, 420 ,Deluxe Double or Twin Room,1 double bed,8.6,Fabulous ,56,Only 2 rooms left ,
599,599,599,VASTHAV Inn,0,1458, 175 ,Deluxe Double Room- Non AC,1 single bed,8.3,Very good ,6,Only 1 room left ,
600,600,600,Mandara Comforts,0,900,Includes ,Standard King Room,1 single bed,10.0,Exceptional ,1,No Rooms left,
601,601,601,Shoba Inn-Kammanahalli,1936,1742, 209 ,Standard Double or Twin Room with Fan, 1 double or 2 singles,6.0,Plesant ,46,Only 3 rooms left ,FREE cancellation • No prepayment needed
602,602,602,Sai Hotel Rooms,0,900,Includes ,Standard Room,1 double bed,0.0,No Review,0,No Rooms left,FREE cancellation • No prepayment needed
603,603,603,Midtown Suites Marathahalli Bangalore,3599,3239, 389 ,Deluxe Room,1 large double bed,0.0,No Review,0,No Rooms left,FREE cancellation • No prepayment needed
604,604,604,OYO Townhouse 093 Ramamurthy Nagar,2898,1449, 204 ,Classic Triple Room,1 large double bed,4.2,Plesant ,35,Only 1 room left ,Free cancellation
605,605,605,SPOT ON 84984 Sanay Lodge,648,324, 15 ,Triple Room with Bathroom,1 extra-large double bed,2.8,Plesant ,4,No Rooms left,Free cancellation
606,606,606,Golden Metro Hotel,0,4800, 576 ,Standard Double Room, 1 double or 2 singles,5.9,Plesant ,16,Only 5 rooms left ,
607,607,607,OYO 15695 Varcity Comforts,1010,586, 45 ,Standard Double Room,1 large double bed,3.0,Plesant ,2,No Rooms left,Free cancellation
608,608,608,Dhruv Palace by JT Royal,2199,1869, 224 ,Deluxe Room,1 large double bed,8.0,Very good ,3,Only 5 rooms left ,FREE cancellation • No prepayment needed
609,609,609,Akshaya Aura,0,3899, 468 ,Premium Double or Twin Room, 1 double or 2 singles,6.2,Plesant ,15,No Rooms left,
610,610,610,"its a lovely 3 bhk with 3 bathrooms & kitchen but only 1 room is available, so book only if you are an individual",5175,5123, 615 ,One-Bedroom Apartment,Entire apartment • 1 bedroom • 3 bathrooms1 double bed,0.0,No Review,0,Only 1 left ,FREE cancellation • No prepayment needed
611,611,611,Nandu Hospitality - Aashiyana,0,1850, 222 ,One-Bedroom Apartment,"Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 65m²2 beds (1 sofa bed, 1 large double)",7.4,Good ,9,Only 2 left ,FREE cancellation • No prepayment needed
612,612,612,OYO 15392 Sri Sai Guru Comforts,1230,800, 30 ,Standard Double Room,2 large double beds,6.8,Plesant ,18,No Rooms left,Free cancellation
613,613,613,OYO 15358 Hotel Townhall,1598,799, 30 ,Classic Triple Room,1 large double bed,3.3,Plesant ,9,No Rooms left,Free cancellation
614,614,614,Collection O 90316 Manyata Palace,1038,675, 45 ,Standard Double Room,1 large double bed,8.0,Very good ,1,No Rooms left,FREE cancellation • No prepayment needed
615,615,615,Jagadish Hotel Begur,2075,1702, 204 ,Deluxe ,1 double bed,0.0,No Review,0,No Rooms left,FREE cancellation • No prepayment needed
616,616,616,OYO Flagship 29620 New Champion Residency,1461,950, 30 ,Classic Triple Room,2 large double beds,5.1,Plesant ,15,No Rooms left,Free cancellation
617,617,617,Hotel Raj Residency,0,879,Includes ,Deluxe Double Room with Bath,1 double bed,5.9,Plesant ,11,Only 5 rooms left ,FREE cancellation • No prepayment needed
618,618,618,SPOT ON 75643 Golden Guest House,841,547, 30 ,Triple Room with Bathroom,1 large double bed,5.3,Plesant ,3,No Rooms left,Free cancellation
619,619,619,OYO 71538 Royal Residency,1600,800, 30 ,Classic Triple Room,1 large double bed,5.0,Plesant ,1,No Rooms left,Free cancellation
620,620,620,Jagadish Brigade Hotel,3330,2731, 328 ,Superior,1 single bed,8.0,Very good ,2,No Rooms left,FREE cancellation • No prepayment needed
621,621,621,Collection O 40090 Vittala Comfort,1568,784, 30 ,Classic Triple Room,1 large double bed,2.0,Plesant ,3,Only 3 rooms left ,Free cancellation
622,622,622,Vintage inn by Pepe Hospitality,0,1980, 238 ,Standard Double Room,1 extra-large double bed,8.0,Very good ,1,No Rooms left,
623,623,623,PRANAM COMFORTS LODGE,0,995,Includes ,Standard Double Room with Fan - Indian nationals only ,2 single beds,6.0,Plesant ,7,Only 3 rooms left ,FREE cancellation • No prepayment needed
624,624,624,OYO 76346 N D S Comforts,959,624, 30 ,Classic Triple Room,1 large double bed,3.8,Plesant ,5,No Rooms left,Free cancellation
625,625,625,Treebo Trend Savoury Sea Shell Residency Bannerghatta,3989,1995, 239 ,Standard Double Room,1 large double bed,6.5,Plesant ,40,Only 4 rooms left ,Free cancellation
626,626,626,Pyramid Valley International,0,5000, 600 ,Deluxe Double Room,1 large double bed,0.0,No Review,0,No Rooms left,
627,627,627,Capital O 87828 The Adthiya Grand Inn,0,982, 30 ,Classic Triple Room,1 large double bed,0.0,No Review,0,No Rooms left,FREE cancellation • No prepayment needed
628,628,628,OYO 76452 New Town Residency,1803,1154, 168 ,Classic Triple Room,1 extra-large double bed,3.0,Plesant ,7,No Rooms left,Free cancellation
629,629,629,Treebo Trend Hotel Corporate Suites Mysore Road,6247,3123, 375 ,Superior Double Room,1 double bed,8.1,Very good ,15,Only 3 rooms left ,Free cancellation
630,630,630,Siesta Primrose Bellandur,3200,2400, 288 ,Deluxe Room,1 double bed,1.0,Plesant ,3,No Rooms left,FREE cancellation • No prepayment needed
631,631,631,Zipro Stay Classy Hotel Near HSR Layout,799,599,Includes ,One-Bedroom Apartment,Entire apartment • 1 bedroom • 1 bathroom • 19m²1 double bed,3.0,Plesant ,2,No Rooms left,Free cancellation
632,632,632,OYO 12965 Archana INN,1026,656, 45 ,Deluxe Triple Room,1 large double bed,5.2,Plesant ,11,Only 2 rooms left ,Free cancellation
633,633,633,Compact Studio,0,1600, 192 ,Budget Double Room,1 double bed,0.0,No Review,0,No Rooms left,FREE cancellation • No prepayment needed
634,634,634,"Cubbon Suites - 10 Minute walk to MG Road, MG Road Metro and Church Street",0,2800, 336 ,Deluxe Double Room,1 large double bed,7.6,Good ,9,Only 2 rooms left ,FREE cancellation • No prepayment needed
635,635,635,Sandesh Kingston by Agira Hotels,0,2200, 264 ,Deluxe Room,1 extra-large double bed,6.1,Plesant ,8,No Rooms left,Free cancellation
636,636,636,Hotel Urban Jade,0,2499, 300 ,Deluxe Twin Room,1 single bed,5.6,Plesant ,20,No Rooms left,Free cancellation
637,637,637,OYO Flagship 80044 Royal Wood Deluxe,3264,1632, 226 ,Classic Triple Room,2 large double beds,6.0,Plesant ,6,Only 6 rooms left ,FREE cancellation • No prepayment needed
638,638,638,The Fern Residency - Yeshwanthpur,0,5592, 671 ,Winter Green Room,"2 beds (1 double, 1 futon)",6.8,Plesant ,60,No Rooms left,
639,639,639,SEASONS RESIDENCY,0,2600, 312 ,Deluxe Suite,Private suite • 1 bedroom • 1 living room • 1 bathroom2 single beds,0.0,No Review,0,Only 2 left ,FREE cancellation • No prepayment needed
640,640,640,CITRIX PREMIER SERVICE APARTMENT,2950,2803, 336 ,Deluxe Double Room (1 adult + 2 children),"3 beds (1 double, 1 extra-large double, 1 large double)",0.0,No Review,0,No Rooms left,FREE cancellation • No prepayment needed
641,641,641,ANANYA COMFORTSS - KORAMANGALA,0,2200, 264 ,Budget Double or Twin Room,1 large double bed,5.8,Plesant ,16,No Rooms left,
642,642,642,Sunshine Suites-Deluxe,0,1600, 192 ,Deluxe Double or Twin Room,2 single beds,7.4,Good ,9,Only 1 room left ,
643,643,643,Vega Residency,0,999,Includes ,Budget Double Room,1 double bed,6.7,Plesant ,7,Only 5 rooms left ,FREE cancellation • No prepayment needed
644,644,644,FabHotel Spiro Grand,5208,2812, 337 ,Deluxe Room,1 double bed,6.9,Plesant ,12,Only 7 rooms left ,Free cancellation
645,645,645,La Sara Hometel Formerly Known as Nandhana Hometel,0,3690, 443 ,Standard Double or Twin Room,"3 beds (2 singles, 1 double)",6.8,Plesant ,24,Only 7 rooms left ,
646,646,646,Hotel Kings Gateway,0,1600, 192 ,Deluxe Room (2 Adults + 1 Child),1 double bed,8.5,Very good ,2,Only 3 rooms left ,FREE cancellation • No prepayment needed
647,647,647,MG ROAD ONE,2925,2048, 246 ,Deluxe Double or Twin Room,1 double bed,7.0,Good ,1,No Rooms left,Free cancellation
648,648,648,Treebo Trend Apple Tree Apartment & Suites,9110,4555, 547 ,[Sanitized] Standard Double Room,1 extra-large double bed,5.9,Plesant ,12,Only 1 room left ,Free cancellation
649,649,649,FabHotel Krishnas Landmark,2709,1463, 176 ,Deluxe Room,1 double bed,6.9,Plesant ,7,Only 7 rooms left ,Free cancellation
650,650,650,MG ROAD ONE,2925,2048, 246 ,Deluxe Double or Twin Room,1 double bed,7.0,Good ,1,No Rooms left,Free cancellation
651,651,651,Treebo Trend Apple Tree Apartment & Suites,9110,4555, 547 ,[Sanitized] Standard Double Room,1 extra-large double bed,5.9,Plesant ,12,Only 1 room left ,Free cancellation
652,652,652,The Paul Bangalore,0,18888, 3400 ,Studio Suite - One Bedroom Suite with Kitchen,Entire studio • 1 bathroom • 1 kitchen • 56m²1 large double bed,9.0,Superb ,79,Only 2 left ,
653,653,653,"Pink Petals Service Apartment by WB Hotels, Bangalore ,India",9999,8999, 1620 ,Deluxe Room,1 double bed,3.7,Plesant ,3,Only 1 room left ,FREE cancellation • No prepayment needed
654,654,654,DEEPSKYSUITES,0,5616, 674 ,Apartment,"Entire apartment • 4 bedrooms • 1 living room • 5 bathrooms • 1 kitchen • 446m²7 beds (4 doubles, 2 sofa beds, 1 large double)",0.0,No Review,0,Only 1 left ,FREE cancellation • No prepayment needed
655,655,655,Brahmi Wellness Retreat & Spa,22500,19125, 3443 ,Three-Bedroom Bungalow,"Entire bungalow • 3 bedrooms • 1 living room • 3 bathrooms • 1 kitchen • 153m²6 beds (4 singles, 1 extra-large double, 1 sofa bed)",8.3,Very good ,3,No Rooms left,
656,656,656,OYO 1161 Hotel Golden Residency,1900,1159, 169 ,Classic Triple Room,1 extra-large double bed,3.5,Plesant ,2,No Rooms left,Free cancellation
657,657,657,Veekay Residency,0,999,税・手数料込,Deluxe Double Room,1 extra-large double bed,5.8,Plesant ,15,Only 5 rooms left ,FREE cancellation • No prepayment needed
658,658,658,PANCHAMI COMFORTS,0,2300, 276 ,Deluxe Double Room,1 large double bed,7.5,Good ,2,Only 6 rooms left ,
659,659,659,By the way - By TripO,0,5061, 607 ,Three-Bedroom House,"Entire holiday home • 3 bedrooms • 1 living room • 2 bathrooms4 beds (1 double, 1 sofa bed, 2 large doubles)",0.0,No Review,0,Only 1 left ,FREE cancellation • No prepayment needed
660,660,660,Shoba Suites-Kammanahalli,2400,2160, 259 ,Standard One-Bedroom Apartment,"Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 33m²2 beds (1 large double, 1 futon)",6.2,Plesant ,29,Only 2 left ,FREE cancellation • No prepayment needed
661,661,661,FabHotel Sri Udapi Park,0,2802, 366 ,Deluxe Room,1 double bed,4.7,Plesant ,20,No Rooms left,FREE cancellation • No prepayment needed
662,662,662,Sairam Residency Boutique Hotel,0,1400, 168 ,Standard Non AC Room,Multiple bed types,7.4,Good ,9,Only 6 rooms left ,
663,663,663,SPOT ON 79503 Sln Comforts,1108,554, 30 ,Triple Room with Bathroom,1 large double bed,0.0,No Review,0,No Rooms left,FREE cancellation • No prepayment needed
664,664,664,Apple Tree Apart Hotel,0,4899, 588 ,Superior Double or Twin Room,1 extra-large double bed,8.0,Very good ,3,Only 2 rooms left ,FREE cancellation • No prepayment needed
665,665,665,Cranberry Hospitality Services,0,1500, 180 ,Budget Double Room,1 double bed,5.5,Plesant ,2,No Rooms left,Free cancellation
666,666,666,SPOT ON 86574 Shruthi Home,0,1856, 253 ,Classic Triple Room,1 large double bed,1.8,Plesant ,4,No Rooms left,FREE cancellation • No prepayment needed
667,667,667,Kingston Palace,0,2400, 288 ,Deluxe Family Room,Multiple bed types,7.2,Good ,4,Only 1 room left ,Free cancellation
668,668,668,Sai Shreyas Residency,0,1170, 140 ,Deluxe Double Room,Multiple bed types,8.3,Very good ,4,Only 7 rooms left ,
669,669,669,Octave Royal Embassy,0,2050, 246 ,Deluxe Double Room,1 large double bed,2.2,Plesant ,5,No Rooms left,FREE cancellation • No prepayment needed
670,670,670,Farmer's Retreat- The Ginger,0,2500, 300 ,Double Room,"2 beds (1 large double, 1 futon)",10.0,Exceptional ,1,Only 1 room left ,FREE cancellation • No prepayment needed
671,671,671,STAYMAKER Hotel Madhu,0,1999, 240 ,Budget Double Room,1 double bed,4.0,Plesant ,2,No Rooms left,
672,672,672,Cozy 3BHK Flat,0,2340, 281 ,Three-Bedroom Apartment,Entire apartment • 3 bedrooms • 2 bathrooms • 1 kitchen • 139m²3 double beds,0.0,No Review,0,Only 1 left ,
673,673,673,On rent! the entire apartment with all basic amanities,0,1800, 216 ,One-Bedroom Apartment,"Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 111m²2 beds (1 double, 1 sofa bed)",0.0,No Review,0,No Rooms left,FREE cancellation • No prepayment needed
674,674,674,Taura Comfort,0,2340,税・手数料込,Double Room,2 single beds,7.6,Good ,8,Only 2 rooms left ,
675,675,675,"its a lovely 3 bhk with 3 bathrooms & kitchen but only 1 room is available, so book only if you are an individual",5175,5123, 615 ,One-Bedroom Apartment,Entire apartment • 1 bedroom • 3 bathrooms1 double bed,0.0,No Review,0,Only 1 left ,FREE cancellation • No prepayment needed
676,676,676,Siesta Primrose Bellandur,3200,2400, 288 ,Deluxe Room,1 double bed,1.0,Plesant ,3,No Rooms left,FREE cancellation • No prepayment needed
677,677,677,GL BLOSSOM SERVICE APARTMENTS,0,3367, 404 ,One-Bedroom Apartment,"Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 670m²2 beds (1 double, 1 sofa bed)",0.0,No Review,0,No Rooms left,FREE cancellation • No prepayment needed
678,678,678,"Pink Petals Service Apartment by WB Hotels, Bangalore ,India",9999,8999, 1620 ,Deluxe Room,1 double bed,3.7,Plesant ,3,Only 1 room left ,FREE cancellation • No prepayment needed
679,679,679,Kaina villa,0,4800, 576 ,Double Room,1 double bed,0.0,No Review,0,No Rooms left,FREE cancellation • No prepayment needed
680,680,680,On rent! the entire apartment with all basic amanities,0,1800, 216 ,One-Bedroom Apartment,"Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 111m²2 beds (1 double, 1 sofa bed)",0.0,No Review,0,No Rooms left,FREE cancellation • No prepayment needed
681,681,681,DEEPSKYSUITES,0,5616, 674 ,Apartment,"Entire apartment • 4 bedrooms • 1 living room • 5 bathrooms • 1 kitchen • 446m²7 beds (4 doubles, 2 sofa beds, 1 large double)",0.0,No Review,0,Only 1 left ,FREE cancellation • No prepayment needed
682,682,682,By the way - By TripO,0,5061, 607 ,Three-Bedroom House,"Entire holiday home • 3 bedrooms • 1 living room • 2 bathrooms4 beds (1 double, 1 sofa bed, 2 large doubles)",0.0,No Review,0,Only 1 left ,FREE cancellation • No prepayment needed
683,683,683,Kin Koral,3000,2250, 270 ,Deluxe King Room,"6 beds (3 extra-large doubles, 3 large doubles)",0.0,No Review,0,Only 1 room left ,Free cancellation
684,684,684,FabHotel Sri Udapi Park,0,2802, 366 ,Deluxe Room,1 double bed,4.7,Plesant ,20,No Rooms left,FREE cancellation • No prepayment needed
685,685,685,Sampada Homestay,0,3600, 432 ,Two-Bedroom Apartment,"Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 93m²6 beds (4 sofa beds, 2 large doubles)",8.2,Very good ,22,Only 3 left ,
686,686,686,SPOT ON 86574 Shruthi Home,0,1856, 253 ,Classic Triple Room,1 large double bed,1.8,Plesant ,4,No Rooms left,FREE cancellation • No prepayment needed
687,687,687,The Paul Bangalore,0,18888, 3400 ,Studio Suite - One Bedroom Suite with Kitchen,Entire studio • 1 bathroom • 1 kitchen • 56m²1 large double bed,9.0,Superb ,79,Only 2 left ,
688,688,688,Squar Stay,0,3779, 454 ,One-Bedroom Apartment,"Entire apartment • 1 bedroom • 4 bathrooms • 19m²6 beds (2 singles, 4 large doubles)",0.0,No Review,0,Only 1 left ,FREE cancellation • No prepayment needed
689,689,689,Aihikah Farm stays,0,5400, 1248 ,Two-Bedroom House,"Entire holiday home • 2 bedrooms • 2 bathrooms • 1 kitchen • 1,000m²8 beds (4 singles, 1 double, 1 extra-large double, 2 large doubles)",0.0,No Review,0,No Rooms left,FREE cancellation • No prepayment needed
690,690,690,Sri Sai Lilly Enclave,0,10000, 1800 ,One-Bedroom Apartment,"Entire apartment • 1 bedroom • 1 bathroom • 1,000m²1 double bed",0.0,No Review,0,No Rooms left,FREE cancellation • No prepayment needed
691,691,691,StayVista at Ananta,0,22770, 4099 ,Two-Bedroom Villa,Entire villa • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 232m²2 large double beds,10.0,Exceptional ,2,No Rooms left,
692,692,692,White Sky Villa,0,45600, 8208 ,Four-Bedroom House,"Entire holiday home • 4 bedrooms • 2 living rooms • 4 bathrooms • 1 kitchen8 beds (4 sofa beds, 4 large doubles)",0.0,No Review,0,Only 1 left ,
693,693,693,The Hood CoLiving Space & Hostel,0,1150,Includes ,Bed in 4-Bed Male Dormitory Room,Bed in dormitory • 120m²1 bunk bed,8.4,Very good ,118,No Rooms left,
694,694,694,Hackerpacker Backpackers Hostel,0,900,Includes ,Bed in 6-Bed Mixed Dormitory Room,2 beds in dormitories2 bunk beds,7.5,Good ,80,No Rooms left,FREE cancellation • No prepayment needed
695,695,695,Jayamahal Palace,0,6480, 778 ,Standard Double or Twin Room,Choice of beds: double or singles,6.8,Plesant ,49,No Rooms left,Free cancellation
696,696,696,Woke HSR layout,0,3628, 435 ,Deluxe Double Room with Shower,1 large double bed,8.7,Fabulous ,247,No Rooms left,
697,697,697,Abuzz Oxfordcaps Bannerghatta,0,1000,Includes ,Bunk Bed in Male Dormitory Room ,2 beds in dormitories2 bunk beds,5.7,Plesant ,3,No Rooms left,FREE cancellation • No prepayment needed
698,698,698,HOTEL STAY INN,0,3998, 480 ,Budget Single Room,2 single beds,9.0,Superb ,2,No Rooms left,FREE cancellation • No prepayment needed
699,699,699,Hibernest Domlur,0,1260,Includes ,Bed in 4-Bed Mixed Dormitory Room,2 beds in dormitories2 bunk beds,6.7,Plesant ,3,No Rooms left,
700,700,700,Jayamahal Palace,0,6480, 778 ,Standard Double or Twin Room,Choice of beds: double or singles,6.8,Plesant ,49,No Rooms left,Free cancellation
701,701,701,zions hotel,0,6000, 720 ,Deluxe Single Room with Balcony,2 single beds,0.0,No Review,0,No Rooms left,FREE cancellation • No prepayment needed
